19-3-2020 02:48:36.273  INFO	13	185	Log 475 - user 5235804 at realtime 2024-09-04 19:26:02.822094
19-3-2020 02:48:53.166	INFO	10	190	mailbox allocated for terminate
19-3-2020 02:48:53.205	INFO	10	184	parsing transaction entries
19-3-2020 02:48:53.252	INFO	14	187	out of INFO allcations
19-3-2020 02:48:53.295	INFO	15	191	out of INFO allcations
19-3-2020 02:48:53.340	INFO	13	184	creating mailslot for RSVP client API
19-3-2020 02:48:53.377	INFO	10	194	mailbox allocated for terminate
19-3-2020 02:48:53.416	INFO	19	187	creating socket for traffic CONTROL module
19-3-2020 02:48:53.457	INFO	10	191	master allocated for INFO and ERROR dump
19-3-2020 02:48:53.500	INFO	19	192	mailbox allocated for rsvp
19-3-2020 02:48:53.544	INFO	12	189	loopback to avoid ERROR
19-3-2020 02:48:53.581	INFO	11	188	no mailbox necessary for forward
19-3-2020 02:48:53.627	INFO	16	193	mailbox allocated for rsvp
19-3-2020 02:48:53.664	INFO	18	183	creating mailslot for (broken) pipe
19-3-2020 02:48:53.713	INFO	13	184	mailbox allocated for rsvp-udp
19-3-2020 02:48:53.759	INFO	10	191	no mailbox necessary for traffic-CONTROL
19-3-2020 02:48:53.801	INFO	17	183	loading data for user
19-3-2020 02:48:53.848	INFO	13	188	loopback to avoid ERROR
19-3-2020 02:48:53.887	INFO	19	189	parsing transaction entries
19-3-2020 02:48:53.929	INFO	12	192	no mailbox necessary for traffic-CONTROL
19-3-2020 02:48:53.977	INFO	12	187	mailbox allocated for dump
19-3-2020 02:48:54.024	INFO	18	193	creating mailslot for terminate
19-3-2020 02:48:54.065	INFO	10	189	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:48:54.107	INFO	16	189	calculating thresholds...
19-3-2020 02:48:54.150	INFO	14	191	mailbox allocated for rsvp-api
19-3-2020 02:48:54.195	INFO	19	185	mailbox allocated for dump
19-3-2020 02:48:54.233	INFO	17	192	creating mailslot for RSVP client API
19-3-2020 02:48:54.277	INFO	13	190	calculating thresholds...
19-3-2020 02:48:54.320	INFO	19	189	creating mailslot for RSVP client API
19-3-2020 02:48:54.367	INFO	19	194	no mailbox necessary for forward
19-3-2020 02:48:54.416	INFO	10	192	creating socket for querying route
19-3-2020 02:48:54.461	INFO	19	188	no mailbox necessary for traffic-CONTROL
19-3-2020 02:48:54.501	INFO	16	184	mailbox allocated for dump
19-3-2020 02:48:54.539	INFO	14	184	master allocated for INFO and ERROR dump
19-3-2020 02:48:54.580	INFO	14	189	creating mailslot for dump
19-3-2020 02:48:54.625	INFO	17	186	calculating thresholds...
19-3-2020 02:48:54.668	INFO	11	190	parsing transaction entries
19-3-2020 02:48:54.705	INFO	10	191	creating mailslot for (broken) pipe
19-3-2020 02:48:54.745	INFO	17	192	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:48:54.789	INFO	16	192	mailbox allocated for rsvp-api
19-3-2020 02:48:54.827	INFO	18	185	parsing transaction entries
19-3-2020 02:48:54.876	INFO	13	183	master allocated for INFO and ERROR dump
19-3-2020 02:48:54.921	INFO	11	193	mailbox allocated for terminate
19-3-2020 02:48:54.969	INFO	10	194	mailbox allocated for rsvp-api
19-3-2020 02:48:55.014	INFO	10	190	calculating thresholds...
19-3-2020 02:48:55.053	INFO	14	190	no mailbox necessary for traffic-CONTROL
19-3-2020 02:48:55.101	INFO	16	183	creating mailslot for (broken) pipe
19-3-2020 02:48:55.149	INFO	17	183	creating mailslot for RSVP via UDP
19-3-2020 02:48:55.190	INFO	10	191	creating socket for querying route
19-3-2020 02:48:55.239	INFO	18	187	money transfer loaded from queue
19-3-2020 02:48:55.276	INFO	12	193	creating mailslot for terminate
19-3-2020 02:48:55.324	INFO	15	186	creating socket for traffic CONTROL module
19-3-2020 02:48:55.361	INFO	10	187	creating socket for querying route
19-3-2020 02:48:55.404	INFO	19	186	mailbox allocated for pipe
19-3-2020 02:48:55.451	INFO	11	188	loading data for user
19-3-2020 02:48:55.496	INFO	11	194	creating socket for traffic CONTROL module
19-3-2020 02:48:55.534	INFO	14	185	mailbox allocated for rsvp-api
19-3-2020 02:48:55.575	INFO	17	194	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:48:55.624	INFO	12	194	creating mailslot for (broken) pipe
19-3-2020 02:48:55.673	INFO	17	183	creating socket for traffic CONTROL module
19-3-2020 02:48:55.715	INFO	18	187	creating socket for traffic CONTROL module
19-3-2020 02:48:55.752	INFO	13	188	creating mailslot for terminate
19-3-2020 02:48:55.792	INFO	13	193	no mailbox necessary for traffic-CONTROL
19-3-2020 02:48:55.830	INFO	11	188	creating mailslot for dump
19-3-2020 02:48:55.878	INFO	10	186	creating mailslot for dump
19-3-2020 02:48:55.922	INFO	17	192	no mailbox necessary for forward
19-3-2020 02:48:55.961	INFO	19	190	creating mailslot for terminate
19-3-2020 02:48:56.004	INFO	17	191	calculating thresholds...
19-3-2020 02:48:56.048	INFO	10	192	no mailbox necessary for traffic-CONTROL
19-3-2020 02:48:56.094	INFO	11	190	creating mailslot for RSVP
19-3-2020 02:48:56.143	INFO	17	190	money transfer loaded from queue
19-3-2020 02:48:56.180	INFO	11	194	loopback to avoid ERROR
19-3-2020 02:48:56.224	INFO	11	191	mailbox allocated for dump
19-3-2020 02:48:56.265	INFO	19	193	mailbox allocated for pipe
19-3-2020 02:48:56.302	INFO	13	192	parsing transaction entries
19-3-2020 02:48:56.342	INFO	14	190	creating mailslot for terminate
19-3-2020 02:48:56.382	INFO	17	191	mailbox allocated for dump
19-3-2020 02:48:56.427	INFO	18	187	parsing transaction entries
19-3-2020 02:48:56.475	INFO	17	191	creating mailslot for RSVP
19-3-2020 02:48:56.523	INFO	10	188	ready to accept informational socket connection
19-3-2020 02:48:56.572	INFO	14	188	calculating thresholds...
19-3-2020 02:48:56.611	INFO	10	192	calculating thresholds...
19-3-2020 02:48:56.656	INFO	16	189	mailbox allocated for pipe
19-3-2020 02:48:56.698	INFO	11	190	mailbox allocated for rsvp
19-3-2020 02:48:56.737	INFO	12	193	mailbox allocated for pipe
19-3-2020 02:48:56.776	INFO	19	194	creating mailslot for terminate
19-3-2020 02:48:56.824	INFO	13	189	mailbox allocated for rsvp
19-3-2020 02:48:56.870	INFO	15	186	money transfer loaded from queue
19-3-2020 02:48:56.915	INFO	17	193	out of INFO allcations
19-3-2020 02:48:56.964	INFO	13	191	mailbox allocated for rsvp-udp
19-3-2020 02:48:56.964	INFO	10	183	transaction 17060 begun
19-3-2020 02:48:57.071	INFO	19	186	mailbox allocated for terminate
19-3-2020 02:48:57.071	INFO	12	191	transaction done, id=17060
19-3-2020 02:48:57.108	INFO	18	193	creating mailslot for route engine - informational socket
19-3-2020 02:48:57.153	INFO	14	184	creating mailslot for route engine - informational socket
19-3-2020 02:48:57.190	INFO	12	190	mailbox allocated for dump
19-3-2020 02:48:57.228	INFO	16	184	creating mailslot for RSVP via UDP
19-3-2020 02:48:57.273	INFO	12	192	creating socket for traffic CONTROL module
19-3-2020 02:48:57.319	INFO	17	189	creating mailslot for RSVP
19-3-2020 02:48:57.360	INFO	10	194	out of INFO allcations
19-3-2020 02:48:57.401	INFO	12	190	creating mailslot for (broken) pipe
19-3-2020 02:48:57.440	INFO	12	190	money transfer loaded from queue
19-3-2020 02:48:57.483	INFO	18	190	creating socket for traffic CONTROL module
19-3-2020 02:48:57.530	INFO	19	190	creating mailslot for terminate
19-3-2020 02:48:57.576	INFO	11	185	creating socket for querying route
19-3-2020 02:48:57.622	INFO	18	189	calculating thresholds...
19-3-2020 02:48:57.668	INFO	13	190	creating mailslot for RSVP client API
19-3-2020 02:48:57.715	INFO	16	193	mailbox allocated for dump
19-3-2020 02:48:57.753	INFO	12	188	creating mailslot for RSVP via UDP
19-3-2020 02:48:57.801	INFO	17	187	mailbox allocated for dump
19-3-2020 02:48:57.839	INFO	19	185	master allocated for INFO and ERROR dump
19-3-2020 02:48:57.888	INFO	12	193	creating socket for traffic CONTROL module
19-3-2020 02:48:57.928	INFO	16	183	creating mailslot for dump
19-3-2020 02:48:57.973	INFO	18	194	creating socket for traffic CONTROL module
19-3-2020 02:48:58.016	INFO	10	183	creating socket for querying route
19-3-2020 02:48:58.057	INFO	17	183	creating socket for traffic CONTROL module
19-3-2020 02:48:58.100	INFO	11	190	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:48:58.138	INFO	12	193	creating mailslot for (broken) pipe
19-3-2020 02:48:58.176	INFO	12	191	creating mailslot for RSVP via UDP
19-3-2020 02:48:58.218	INFO	11	183	mailbox allocated for terminate
19-3-2020 02:48:58.256	INFO	17	189	creating mailslot for route engine - informational socket
19-3-2020 02:48:58.293	INFO	17	189	ready to accept informational socket connection
19-3-2020 02:48:58.337	INFO	11	185	mailbox allocated for rsvp-api
19-3-2020 02:48:58.381	INFO	11	184	mailbox allocated for rsvp
19-3-2020 02:48:58.424	INFO	11	191	mailbox allocated for rsvp-api
19-3-2020 02:48:58.473	INFO	14	187	parsing transaction entries
19-3-2020 02:48:58.515	INFO	16	191	mailbox allocated for pipe
19-3-2020 02:48:58.560	INFO	18	194	creating mailslot for RSVP via UDP
19-3-2020 02:48:58.606	INFO	12	194	no mailbox necessary for traffic-CONTROL
19-3-2020 02:48:58.650	INFO	11	191	creating mailslot for (broken) pipe
19-3-2020 02:48:58.691	INFO	17	183	creating mailslot for dump
19-3-2020 02:48:58.735	INFO	10	188	loading data for user
19-3-2020 02:48:58.775	INFO	19	186	creating socket for querying route
19-3-2020 02:48:58.824	INFO	15	191	money transfer loaded from queue
19-3-2020 02:48:58.861	INFO	13	183	creating socket for traffic CONTROL module
19-3-2020 02:48:58.905	INFO	11	190	creating mailslot for terminate
19-3-2020 02:48:58.952	INFO	11	193	loading data for user
19-3-2020 02:48:58.952	INFO	19	187	transaction 17063 begun
19-3-2020 02:48:59.070	INFO	19	190	creating socket for traffic CONTROL module
19-3-2020 02:48:59.070	INFO	14	184	transaction done, id=17063
19-3-2020 02:48:59.110	INFO	15	185	mailbox allocated for rsvp-api
19-3-2020 02:48:59.154	INFO	14	194	money transfer loaded from queue
19-3-2020 02:48:59.191	INFO	12	189	creating mailslot for RSVP via UDP
19-3-2020 02:48:59.231	INFO	19	194	mailbox allocated for rsvp
19-3-2020 02:48:59.269	INFO	13	187	no mailbox necessary for traffic-CONTROL
19-3-2020 02:48:59.310	INFO	14	192	loading data for user
19-3-2020 02:48:59.350	INFO	17	194	out of INFO allcations
19-3-2020 02:48:59.396	INFO	12	191	mailbox allocated for route
19-3-2020 02:48:59.439	INFO	14	188	master allocated for INFO and ERROR dump
19-3-2020 02:48:59.476	INFO	10	192	creating mailslot for route engine - informational socket
19-3-2020 02:48:59.522	INFO	11	188	mailbox allocated for rsvp-udp
19-3-2020 02:48:59.570	INFO	17	185	ready to accept informational socket connection
19-3-2020 02:48:59.607	INFO	14	183	mailbox allocated for rsvp-udp
19-3-2020 02:48:59.644	INFO	14	185	mailbox allocated for rsvp-udp
19-3-2020 02:48:59.686	INFO	13	190	creating mailslot for (broken) pipe
19-3-2020 02:48:59.727	INFO	17	185	mailbox allocated for rsvp-udp
19-3-2020 02:48:59.771	INFO	10	194	creating mailslot for RSVP
19-3-2020 02:48:59.811	INFO	17	185	creating mailslot for terminate
19-3-2020 02:48:59.858	INFO	12	185	creating mailslot for (broken) pipe
19-3-2020 02:48:59.902	INFO	10	193	master allocated for INFO and ERROR dump
19-3-2020 02:48:59.946	INFO	18	188	mailbox allocated for terminate
19-3-2020 02:48:59.984	INFO	12	186	creating mailslot for RSVP via UDP
19-3-2020 02:49:00.026	INFO	17	193	out of INFO allcations
19-3-2020 02:49:00.071	INFO	13	194	master allocated for INFO and ERROR dump
19-3-2020 02:49:00.117	INFO	10	187	mailbox allocated for route
19-3-2020 02:49:00.157	INFO	10	185	creating mailslot for RSVP client API
19-3-2020 02:49:00.204	INFO	12	188	creating mailslot for dump
19-3-2020 02:49:00.251	INFO	11	192	creating mailslot for dump
19-3-2020 02:49:00.288	INFO	11	192	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:00.328	INFO	19	188	mailbox allocated for pipe
19-3-2020 02:49:00.372	INFO	19	189	master allocated for INFO and ERROR dump
19-3-2020 02:49:00.409	INFO	12	194	mailbox allocated for rsvp-api
19-3-2020 02:49:00.451	INFO	18	193	mailbox allocated for rsvp-api
19-3-2020 02:49:00.490	INFO	11	194	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:00.532	INFO	12	190	ready to accept informational socket connection
19-3-2020 02:49:00.572	INFO	17	189	creating mailslot for terminate
19-3-2020 02:49:00.615	INFO	11	193	mailbox allocated for rsvp-udp
19-3-2020 02:49:00.659	INFO	11	191	creating mailslot for RSVP client API
19-3-2020 02:49:00.707	INFO	14	186	mailbox allocated for rsvp-udp
19-3-2020 02:49:00.752	INFO	14	189	creating mailslot for RSVP
19-3-2020 02:49:00.791	INFO	16	190	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:00.832	INFO	15	190	out of INFO allcations
19-3-2020 02:49:00.874	INFO	16	188	master allocated for INFO and ERROR dump
19-3-2020 02:49:00.921	INFO	19	187	out of INFO allcations
19-3-2020 02:49:00.968	INFO	17	193	master allocated for INFO and ERROR dump
19-3-2020 02:49:01.007	INFO	17	190	money transfer loaded from queue
19-3-2020 02:49:01.054	INFO	17	194	mailbox allocated for rsvp
19-3-2020 02:49:01.096	INFO	12	193	money transfer loaded from queue
19-3-2020 02:49:01.134	INFO	19	185	creating mailslot for RSVP via UDP
19-3-2020 02:49:01.171	INFO	18	190	creating mailslot for RSVP via UDP
19-3-2020 02:49:01.209	INFO	17	186	mailbox allocated for pipe
19-3-2020 02:49:01.251	INFO	12	190	mailbox allocated for pipe
19-3-2020 02:49:01.300	INFO	19	191	creating mailslot for (broken) pipe
19-3-2020 02:49:01.337	INFO	17	190	parsing transaction entries
19-3-2020 02:49:01.382	INFO	15	184	mailbox allocated for dump
19-3-2020 02:49:01.419	INFO	16	187	no mailbox necessary for forward
19-3-2020 02:49:01.458	INFO	16	188	mailbox allocated for rsvp
19-3-2020 02:49:01.506	INFO	16	194	creating socket for traffic CONTROL module
19-3-2020 02:49:01.552	INFO	19	186	creating mailslot for route engine - informational socket
19-3-2020 02:49:01.590	INFO	12	193	mailbox allocated for rsvp-udp
19-3-2020 02:49:01.631	INFO	13	189	creating mailslot for RSVP via UDP
19-3-2020 02:49:01.671	INFO	14	192	loading data for user
19-3-2020 02:49:01.715	INFO	13	193	creating mailslot for RSVP via UDP
19-3-2020 02:49:01.757	INFO	11	192	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:01.802	INFO	17	194	calculating thresholds...
19-3-2020 02:49:01.847	INFO	11	189	out of INFO allcations
19-3-2020 02:49:01.884	INFO	13	192	master allocated for INFO and ERROR dump
19-3-2020 02:49:01.932	INFO	10	187	calculating thresholds...
19-3-2020 02:49:01.973	INFO	12	189	loopback to avoid ERROR
19-3-2020 02:49:02.012	INFO	12	189	master allocated for INFO and ERROR dump
19-3-2020 02:49:02.051	INFO	10	189	creating mailslot for terminate
19-3-2020 02:49:02.098	INFO	18	185	mailbox allocated for route
19-3-2020 02:49:02.140	INFO	19	194	mailbox allocated for rsvp-udp
19-3-2020 02:49:02.178	INFO	14	192	loading data for user
19-3-2020 02:49:02.223	INFO	15	186	mailbox allocated for route
19-3-2020 02:49:02.270	INFO	17	192	money transfer loaded from queue
19-3-2020 02:49:02.319	INFO	17	191	mailbox allocated for route
19-3-2020 02:49:02.357	INFO	11	184	money transfer loaded from queue
19-3-2020 02:49:02.394	INFO	15	189	creating socket for querying route
19-3-2020 02:49:02.431	INFO	12	193	no mailbox necessary for traffic-CONTROL
19-3-2020 02:49:02.479	INFO	18	189	creating mailslot for RSVP client API
19-3-2020 02:49:02.479	INFO	10	186	transaction 17066 begun
19-3-2020 02:49:02.734	INFO	18	183	creating mailslot for dump
19-3-2020 02:49:02.734	INFO	11	187	transaction done, id=17066
19-3-2020 02:49:02.780	INFO	16	188	calculating thresholds...
19-3-2020 02:49:02.826	INFO	19	189	creating socket for querying route
19-3-2020 02:49:02.864	INFO	15	193	creating mailslot for terminate
19-3-2020 02:49:02.912	INFO	10	187	creating mailslot for (broken) pipe
19-3-2020 02:49:02.952	INFO	16	194	calculating thresholds...
19-3-2020 02:49:03.001	INFO	11	186	creating mailslot for route engine - informational socket
19-3-2020 02:49:03.045	INFO	16	187	creating mailslot for RSVP client API
19-3-2020 02:49:03.093	INFO	17	190	creating mailslot for RSVP client API
19-3-2020 02:49:03.131	INFO	18	193	creating mailslot for RSVP client API
19-3-2020 02:49:03.178	INFO	10	188	mailbox allocated for route
19-3-2020 02:49:03.215	INFO	10	188	creating mailslot for (broken) pipe
19-3-2020 02:49:03.258	INFO	19	188	out of INFO allcations
19-3-2020 02:49:03.298	INFO	13	185	creating socket for traffic CONTROL module
19-3-2020 02:49:03.298	ERROR	13	186	mailbox cannot be allocated for terminate
19-3-2020 02:49:03.336	INFO	13	191	out of INFO allcations
19-3-2020 02:49:03.374	INFO	17	187	creating mailslot for terminate
19-3-2020 02:49:03.421	INFO	11	188	money transfer loaded from queue
19-3-2020 02:49:03.464	INFO	17	189	mailbox allocated for rsvp-api
19-3-2020 02:49:03.512	INFO	10	185	creating mailslot for RSVP via UDP
19-3-2020 02:49:03.553	INFO	17	194	money transfer loaded from queue
19-3-2020 02:49:03.598	INFO	10	187	mailbox allocated for route
19-3-2020 02:49:03.598	ERROR	13	190	creating mailslot for terminate throws exception
19-3-2020 02:49:03.639	INFO	12	188	loading data for user
19-3-2020 02:49:03.682	INFO	13	194	creating mailslot for RSVP client API
19-3-2020 02:49:03.721	INFO	15	189	mailbox allocated for route
19-3-2020 02:49:03.761	INFO	12	186	mailbox allocated for pipe
19-3-2020 02:49:03.804	INFO	12	193	out of INFO allcations
19-3-2020 02:49:03.853	INFO	11	193	mailbox allocated for pipe
19-3-2020 02:49:03.897	INFO	11	187	mailbox allocated for dump
19-3-2020 02:49:03.935	INFO	16	191	mailbox allocated for pipe
19-3-2020 02:49:03.980	INFO	14	189	calculating thresholds...
19-3-2020 02:49:03.980	INFO	10	190	transaction 17069 begun
19-3-2020 02:49:04.156	INFO	11	183	mailbox allocated for rsvp-api
19-3-2020 02:49:04.156	INFO	10	191	transaction done, id=17069
19-3-2020 02:49:04.196	INFO	14	192	mailbox allocated for route
19-3-2020 02:49:04.239	INFO	12	192	creating mailslot for RSVP via UDP
19-3-2020 02:49:04.284	INFO	18	184	loading data for user
19-3-2020 02:49:04.322	INFO	10	194	loading data for user
19-3-2020 02:49:04.361	INFO	19	192	mailbox allocated for rsvp-udp
19-3-2020 02:49:04.402	INFO	11	189	creating socket for traffic CONTROL module
19-3-2020 02:49:04.440	INFO	11	190	out of INFO allcations
19-3-2020 02:49:04.483	INFO	12	192	interface 127.0.0.1, entity for rsvp allocated and initialized
19-3-2020 02:49:04.483	INFO	16	183	transaction 17072 begun
19-3-2020 02:49:04.681	INFO	15	194	mailbox allocated for pipe
19-3-2020 02:49:04.681	INFO	19	192	transaction done, id=17072
